redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,postcode_start,city,imd_average_postcodes_new,tds_mean,w_me_imd,w_me_tds,w_har_tds,w_har_imd,w_med_imd,w_med_tds,prop_within_10_imd_ccg,prop_within_20_imd_ccg,prop_within_10_tds_ccg,prop_within_20_tds_ccg,nhs_region,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15,avg_wimd_2019,weighted_arith,w_imd,w_imd_centred,w_imd_centred_std_country,w_imd_centred_std_uk
Derbyshire Healthcare NHSFT,derbyshire_healthc,DEA01,Derbyshire Healthcare NHSFT,DE22 3LZ,England,-1.512301,52.918022,E38000229,DE22,Derby,17082.327772628978,-0.8025117761575533,17006.682207707327,-0.7818971932763845,-3.8186739054206345,8087.363002828692,16770.316455696207,-1.477599693277108,0.0736318539236899,0.18889772953311926,0.04605885433369733,0.11444586075173441,Midlands,1019900.0000000001,NHS Derby and Derbyshire CCG,1019900,1.0350657838651929,NA,102,NA,NA,NA,NA,NA,NA,NA,NA
"Queen Elizabeth University Hospital, Glasgow",queen_elizabeth_un,G450H,"Queen Elizabeth University Hospital, Glasgow",G51 4TF,Scotland,-4.340215199999999,55.8628356,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,Scotland,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"Queen Elizabeth University Hospital, Glasgow",queen_elizabeth_un,GN405,"Queen Elizabeth University Hospital, Glasgow",G51 4TF,Scotland,-4.340215199999999,55.8628356,S08000031,G51,Glasgow,2759.3960690887434,1.3193257965939051,2936.76687469141,1.0537354141419562,0.9896124546215826,294.326429962509,2542,0.858830195,0.20630390591291428,0.34623531557338766,0.19440601744561034,0.3183223390106444,Scotland,1174980,Greater Glasgow and Clyde,1174980,0.9683305203196286,2,2,NA,NA,NA,2802.2197525594274,2802.2197525594274,-361.2691216942285,-0.6000759378244402,2.3924404418177265
Nottingham University Hosptials NHS Trust,nottingham_univers,IR1RA,Nottingham University Hosptials NHS Trust,NG5 1PB,England,-1.1570212,52.9904528,E38000132,NG5,Nottingham,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,Midlands,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,21.62513959,NA,NA,21.62513959,-0.13334696458102613,0.029456885721296545,0.44740473066993797
Aberdeen Royal Infirmary,aberdeen_royal_inf,N100H,Aberdeen Royal Infirmary,AB25 2ZN,Scotland,-2.1357086,57.1540765,S08000020,AB25,Aberdeen,4490.255394190872,-1.2342249549338173,4585.713222780145,-1.393999439949437,-1.1689700599023176,3583.6415830668097,4838,-1.9224017029999998,0.003947072309661449,0.03522652151286271,0.041425798556901136,0.10096065938084589,Scotland,584550,Grampian,584550,1.0272185231460247,14,14,NA,NA,NA,4049.2921161100426,4049.2921161100426,885.8032418563866,1.471338620339643,3.6660861630794814
Livewell Southwest,livewell_southwest,NR501,Mount Gould Hospital,PL4 7QD,England,-4.111707,50.3789894,E38000230,PL4,Plymouth,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,South West,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University NHS Foundation Trust,manchester_univers,R0A01,Manchester Royal Infirmary,M13 9WL,England,-2.226157,53.46287,E38000217,M13,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,North West,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572,NA,NA,24.43053572,2.6720491654189757,-0.5902665062886044,0.4445395554949821
South Tyneside and Sunderland NHS Foundation Trust,south_tyneside_and,R0B0Q,South Tyneside and Sunderland NHS Foundation Trust,NE34 0PL,England,-1.4277704,54.9714091,E38000163,NE34,South Tyneside,10111.284644194757,1.2531942164138576,10357.688172986695,1.1517874264544343,44.16509217166042,4086.232483012214,7611.13768115942,1.1682500773766227,0.23838327921310767,0.43896791266953356,0.11092508455582034,0.2696334901807233,North East and Yorkshire,150265,NHS South Tyneside CCG,150265,1.0144335603907457,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
South Tyneside and Sunderland NHS Foundation Trust,south_tyneside_and,R0B01,South Tyneside and Sunderland NHS Foundation Trust,NE34 0PL,England,-1.4277704,54.9714091,E38000163,NE34,South Tyneside,10111.284644194757,1.2531942164138576,10357.688172986695,1.1517874264544343,44.16509217166042,4086.232483012214,7611.13768115942,1.1682500773766227,0.23838327921310767,0.43896791266953356,0.11092508455582034,0.2696334901807233,North East and Yorkshire,150265,NHS South Tyneside CCG,150265,1.0144335603907457,NA,21,NA,NA,NA,NA,NA,NA,NA,NA
Manchester University NHS Foundation Trust,manchester_univers,R0S02,Manchester Royal Infirmary,M13 9WL,England,-2.226157,53.46287,E38000217,M13,Manchester,6514.57908496732,3.1806041768614377,6424.496357778453,3.2831024248428524,3.1527475384167656,1375.997691862462,4181,3.6899008856153848,0.43115754074021073,0.5979504180852946,0.3301373211932574,0.5881695874003979,North West,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572,NA,NA,24.43053572,2.6720491654189757,-0.5902665062886044,0.4445395554949821
Worcestershire Health and Care NHS Trust,worcestershire_hea,R1A0C,Worcestershire Health and Care NHS Trust,WR5 1JR,England,-2.1798262,52.19248289999999,E38000166,WR5,Worcester,18567.602459016394,-1.4368324127551229,18729.107438443494,-1.4869645860556548,0.40267721657113204,6847.549394108502,19196,-2.1584569173594677,0.04580100088515997,0.08981101662516403,0.020827090716841804,0.06855340063304437,Midlands,307344,NHS South Worcestershire CCG,307344,1.0585548816399912,NA,130,NA,20.49980553,NA,NA,20.49980553,-1.2586810245810263,0.278047747222012,0.44855404401565946
Solent NHS Trust,solent_nhs_trust,R1CD4,Solent NHS Trust,PO1 2RY,England,-1.0922524,50.7968562,E38000137,PO1,Hampshire,12271.436923076923,0.8476171231907692,12206.104215433832,0.8501752595753794,-2.0509388431207194,4106.105712335136,11994,0.6537001441407624,0.12394662921348315,0.2511655352684145,0.10376189918851436,0.21789657459425718,South East,215133.00000000003,NHS Portsmouth CCG,215133,1.0491426732209739,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
King's College Hospital,kings_college_hosp,R1Z01,King's College Hospital,SE5 9RS,England,-0.0938548,51.4681404,E38000092,SE5,Lambeth,11381.474012474013,4.4785908912453225,11361.000684949637,4.503651209391457,19.980316006199185,9144.437717361785,10802,4.576766608181818,0,0.19188516670416794,0.47588778738104376,0.7304144110756687,London,325917,NHS Lambeth CCG,325917,1.075328454630039,NA,38,NA,20.19783606,NA,NA,20.19783606,-1.5606504945810258,0.3447540288164874,0.44886244803026065
Torbay and south Devon Hospital,torbay_and_south_d,RA009,Torbay and south Devon Hospital,TQ2 7TD,England,-3.552757,50.4877399,E38000230,TQ2,Torbay,16386.417871222075,-1.0334518857634691,16537.218276292137,-1.0478824945579135,-91.88915519735362,7836.803464365692,16438,-1.6447812480388693,0.062447188160974894,0.1259184188289752,0.025121235695599174,0.07773461687050492,South West,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,19.7902124,NA,NA,19.7902124,-1.9682741545810245,0.4347997498244114,0.44927875757701846
Weston Area Health NHS Trust,weston_area_health,RA7C2,Weston Area Health NHS Trust,BS23 4TQ,England,-2.9725926,51.32237,E38000222,BS23,North Somerset,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,South West,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181,NA,NA,18.43949181,-3.318994744581026,0.7331794106291817,0.45065826012262505
Weston Area Health NHS Trust,weston_area_health,RA7C7,Weston Area Health NHS Trust,BS23 4TQ,England,-2.9725926,51.32237,E38000222,BS23,North Somerset,17993.102167182664,-0.684643764366013,18105.60921788741,-0.7114389377372609,-0.4942704656254714,5252.038422497793,19488,-1.3257992787135597,0.0865116997382401,0.1715752707967058,0.049838456433597036,0.11578314776619995,South West,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181,NA,NA,18.43949181,-3.318994744581026,0.7331794106291817,0.45065826012262505
Mid and South Essex University Hospitals Group,mid_and_south_esse,RAT01,Southend Hospital,SS0 0RY,England,0.6877328,51.55386,E38000168,SS0,Southend-on-Sea,16179.379130434783,0.16197812731478262,16094.12554561264,0.17873667742303265,-13.715294008947904,4603.912264359559,14508,-0.28081839053846325,0.08881825196650889,0.22726853931290236,0.06847942507687524,0.1809879187828951,East of England,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927,NA,NA,19.70386927,-2.0546172845810275,0.45387329770171375,0.4493669405576531
Wirral University Teaching Hospital NHFT,wirral_university,RBLI4,Wirral University Teaching Hospital NHFT,CH49 5PE,England,-3.094562,53.37042899999999,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,North West,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122,NA,NA,26.17837122,4.419884665418973,-0.9763704625720684,0.4427544760792967
Bedfordshire Hospitals NHS Foundation Trust,bedfordshire_hospi,RC112,Bedfordshire Hospitals NHS Foundation Trust,MK42 9DJ,England,-0.4712227,52.1286233,E38000010,MK42,Bedford,20795.862654320987,-1.1446525200694444,20936.333115621812,-1.1854380158105158,-2.423611296224036,14814.88597025713,22139,-1.9748539083333334,0.015565969018598552,0.06694507842470743,0.03308405768950614,0.0871922497936192,East of England,455229,NHS Bedfordshire CCG,455229,1.1053003447773515,NA,156,NA,17.34081635,NA,NA,17.34081635,-4.417670204581025,0.975881279184635,0.4517803468110833
Poole Hospital NHS Trust,poole_hospital_nhs,RD300,Poole Hospital NHS Trust,BH15 2JB,England,-1.9737732,50.7213346,E38000045,BH15,Poole,18839.683914961894,-1.2466983944829522,18849.8600157787,-1.2351436318802471,17.74191765813415,12246.112506905683,18877,-1.6938707970882352,0.030894802840166068,0.08128718713081672,0.016507154847649523,0.058352967107995396,South West,772268,NHS Dorset CCG,772268,1.0379374254913372,NA,134,NA,16.56564718,NA,NA,16.56564718,-5.192839374581027,1.147119295191273,0.45257203374560373
Harrogate District Hospital,harrogate_district,RDC01,Harrogate District Hospital,NA,NA,-85.28950130000001,35.0485516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1105,NA,1105,97.33333333333337,NA,NA
Sussex Community NHSFT,sussex_community_n,RDR05,Brighton General Hospital,BN2 3EW,England,0.1145,50.831,E38000021,BN2,Brighton and Hove,16395.91576673866,1.0514530423833692,16604.96889918023,0.8943553479447524,0.8816170324328322,6505.816628575543,17451,0.7662815757083322,0.08439874309084058,0.17257260333102875,0.11286210214033048,0.2309113323017606,South East,290395,NHS Brighton and Hove CCG,290395,1.0622821168457286,NA,100,NA,17.44499941,NA,NA,17.44499941,-4.313487144581025,0.9528668183593927,0.45167394375663733
University Hospitals of North Midlands NHS Trust,university_hospitak,REJ01,Royal Stoke University Hospital,ST4 6QG,England,-2.21294,53.00381,E38000175,ST4,Staffordshire,9629.736602052451,0.6938936185610034,9703.340256609641,0.7024248810109526,1.1533260577251967,3165.1097578026897,6256,0.9896680272188557,0.3056609642301711,0.5025660964230171,0.09942457231726283,0.29781104199066877,Midlands,264149,NHS Stoke on Trent CCG,264149,1.0270178849144636,NA,15,NA,22.01453151,NA,NA,22.01453151,0.2560449554189752,-0.05656136991936005,0.44700704135591146
Aintree University Hospital,aintree_university,REM20,Aintree University Hospital,L9 7AL,England,-2.9317603,53.4656706,E38000101,L9,Liverpool,6823.02398989899,2.2652371023484847,6975.550865645402,2.181793994121917,12.779332124269942,499.8389986082434,3462,2.5084938481910566,0.48335066410814403,0.6279407823504819,0.23910251599969984,0.44360065606809385,North West,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.47323304,NA,NA,26.47323304,4.714746485418974,-1.041506635432125,0.44245333116871804
Royal Liverpool & Broadgreen University Hospitals NHSFT,NA,REMR0,Royal Liverpool & Broadgreen University Hospitals NHSFT,CH47 4AL,England,-3.1847842,53.3873785,E38000208,CH47,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,North West,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,NA,NA,NA,NA,NA,NA,NA
Leicester Royal Infirmary,university_hospitai,REWAA,Leicester Royal Infirmary,LE1 5WW,England,-1.1349487,52.6267673,E38000097,LE1,Leicester,10001.059917355371,2.7049975292438018,9986.69234642803,2.7727299055046832,1.0393498366165679,3087.0131094626186,8762,2.864048470553957,0.20302745335962386,0.3526770817533748,0.27612619444865766,0.47822235704535115,Midlands,355218,NHS Leicester City CCG,355218,1.0769435997562447,NA,18,NA,21.10790778,NA,NA,21.10790778,-0.6505787745810245,0.14371549195549685,0.44793298396217784
Barking Havering and Redbridge University NHS Trust,barking_havering_a,RF4FH,Barking Havering and Redbridge University NHS Trust,RM7 0AG,England,0.1790309,51.5689553,E38000077,RM7,Havering,18801.308100929615,-0.4142939296746348,19010.165277291202,-0.5254126901667419,-1.7728633914739613,14175.538911639182,19339.97103658537,-1.1259703907346046,0.006424190750347168,0.06889754639810566,0.034201851281250396,0.0928848499685544,London,257810,NHS Havering CCG,257810,1.0867420921292237,NA,135,NA,22.57417358,NA,NA,22.57417358,0.8156870254189741,-0.18018857472763128,0.4464354741006929
Nottinghamshire Healthcare NHS Foundation Trust,nottinghamshire_he,RHAPA,Nottinghamshire Healthcare NHS Foundation Trust,NG3 6AA,England,-1.1262896,52.9793569,E38000132,NG3,Gedling,8115.557228915663,2.764784300456827,8360.240666710286,2.726405927347291,1.0494075639036313,2679.8322952074573,5602,3.0990621745923757,0.2970721015440984,0.5546322952106778,0.26598730698769957,0.5003173253075112,Midlands,331069,NHS Nottingham City CCG,331069,1.0830574456948443,NA,10,NA,NA,NA,NA,NA,NA,NA,NA
Brighton and Sussex University Hospitals NHS Trust,brighton_and_susse,RHX01,Royal Sussex County Hospital,BN2 5BE,England,-0.1182958,50.81935,E38000021,BN2,Brighton and Hove,16395.91576673866,1.0514530423833692,16604.96889918023,0.8943553479447524,0.8816170324328322,6505.816628575543,17451,0.7662815757083322,0.08439874309084058,0.17257260333102875,0.11286210214033048,0.2309113323017606,South East,290395,NHS Brighton and Hove CCG,290395,1.0622821168457286,NA,100,NA,17.44499941,NA,NA,17.44499941,-4.313487144581025,0.9528668183593927,0.45167394375663733
Shropshire Community Health NHS Trust,shropshire_communi,RIDHQ,Shropshire Community Health NHS Trust,SY3 8XL,England,-2.7893873,52.70587,E38000147,SY3,Shropshire,17857.037601626016,-1.5350261804695122,17964.94175004655,-1.5920025938892461,3.995820551252773,14380.039737916568,17031,-2.216224139119048,0.009068072609912815,0.04630400909420539,0.012831192079156173,0.04348493608903436,Midlands,320274,NHS Shropshire CCG,320274,1.0462060111913605,NA,117,NA,20.40802757,NA,NA,20.40802757,-1.3504589845810244,0.2983218711058814,0.4486477776348757
London North West University Healthcare NHS Trust,london_north_west,RIK04,London North West University Healthcare NHS Trust,HA1 3UJ,England,-0.322738,51.57544230000001,E38000020,HA1,Harrow,11741.070048309179,4.175046622721014,11822.420395528583,4.109422873035936,3.2290083300466246,8234.4037198382,11819,4.120121790150943,0.05918770553521208,0.19734598132404899,0.40599599709113376,0.6514669824373982,London,330795,NHS Brent CCG,330795,1.0629147052680623,NA,42,NA,19.43258383,NA,NA,19.43258383,-2.3259027245810273,0.5138013525250082,0.4496440067087406
Cornwall Partnership NHSFT,cornwall_partnersh,RJ827,Cornwall Partnership NHSFT,PL31 2QN,England,-4.738597299999999,50.470256,E38000089,PL31,Cornwall,13376.637423653527,-1.130531639,13478.10280910649,-1.1435047901523698,-0.14258867576626028,9129.05861558636,12654.575376884422,-1.5704465936279068,0.0464380065709218,0.12439286329040032,0.010050965805761156,0.05063651127459418,South West,568210,NHS Kernow CCG,568210,1.063116023918754,NA,63,NA,24.99282526,NA,NA,24.99282526,3.234338705418974,-0.7144785479657582,0.4439652843559022
Wirral University Teaching Hospital NHFT,wirral_university,RLB14,Wirral University Teaching Hospital NHFT,CH49 5PE,England,-3.094562,53.37042899999999,E38000208,CH49,Wirral,13144.99066293184,-0.3114394601251167,13277.800761766572,-0.40042517781643494,-3.7555813607439137,885.3400084936827,12510.635593220339,-1.0546250075416668,0.2542661742494129,0.35367421032387586,0.058114408833490214,0.15485501105437124,North West,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122,NA,NA,26.17837122,4.419884665418973,-0.9763704625720684,0.4427544760792967
Great Western NHS FT,great_western_nhs,RM325,Great Western NHS FT,SN3 6BB,England,-1.7274933,51.5384082,E38000181,SN3,Swindon,18993.045267489713,-0.6266425477064472,18729.80021293685,-0.6099630658310095,-9.530966963932096,8683.940327923376,20954,-1.4087809216296296,0.08929805555036703,0.1535713618618899,0.049409754001905226,0.14418999943963987,South West,228257.99999999997,NHS Swindon CCG,228258,1.065889011337953,NA,132,NA,15.93909569,NA,NA,15.93909569,-5.819390864581026,1.2855270624578716,0.4532119361664357
"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",chelsea__westminst,RMQ91,"Chelsea and Westminster Hospital NHS, 369 Fulham Rd, London",SW10 9NH,England,-0.182401,51.4849533,E38000202,SW10,Kensington and Chelsea,15155.274580335732,3.9064391538141487,14757.283630771464,4.0453644086654705,1.042016666358894,8864.121718892668,14386.198275862067,4.407783160308271,0.05534889628829875,0.20373529064861776,0.45728050517605856,0.6294513650096626,London,226099.00000000003,NHS West London CCG,226099,1.0247463050503312,NA,78,NA,19.88733045,NA,NA,19.88733045,-1.8711561045810257,0.41334597838451625,0.44917957007799675
Dartford and Gravesham NHS Trust,dartford_and_grave,RN770,Dartford and Gravesham NHS Trust,DA2 8DA,England,0.258883,51.4352521,E38000043,DA2,Dartford,17030.83821656051,-0.3755785139477707,17143.52683954,-0.4169683085924211,-5.302929658558506,11675.2387261934,17150,-0.7889868956315798,0.02015048841661958,0.13504526441164394,0.04247984747905479,0.12000455286403604,South East,264478,"NHS Dartford, Gravesham and Swanley CCG",264478,1.075118191537364,NA,103,NA,18.82733515,NA,NA,18.82733515,-2.9311514045810263,0.6475032425960957,0.4502621523866598
North West Anglia NHSFT,north_west_anglia,RNG90,Peterborough City Hospital,PE3 9GZ,England,-0.2785687,52.5837926,E38000026,PE3,Peterborough,19497.63372312335,-0.8667116029947189,19521.302840824406,-0.8586569789075222,-1.661461949698318,11784.570735142499,20484,-1.4407075328333332,0.036106192579873964,0.12237305718016132,0.026685267657527142,0.10549861983032557,East of England,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,18.29080498,NA,NA,18.29080498,-3.467681574581025,0.7660249348848949,0.45081011525980275
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNN62,North Cumbria Integrated Care NHSFT,CA2 7HY,England,-2.9573904,54.8964115,E38000215,CA2,Carlisle,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,North East and Yorkshire,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,22.94454837,NA,NA,22.94454837,1.1860618154189737,-0.2620058691621803,0.4460572071449537
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNBD,North Cumbria Integrated Care NHSFT,CA2 7HY,England,-2.9573904,54.8964115,E38000215,CA2,Carlisle,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,North East and Yorkshire,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,22.94454837,NA,NA,22.94454837,1.1860618154189737,-0.2620058691621803,0.4460572071449537
West Cumberland Hospital,west_cumberland_ho,RNNBX,West Cumberland Hospital,CA28 8JG,England,-3.5631756,54.5302041,E38000215,CA28,Copeland,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,North East and Yorkshire,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,22.94454837,NA,NA,22.94454837,1.1860618154189737,-0.2620058691621803,0.4460572071449537
North Cumbria Integrated Care NHSFT,north_cumbria_inte,RNNCL,North Cumbria Integrated Care NHSFT,CA2 7HY,England,-2.9573904,54.8964115,E38000215,CA2,Carlisle,15099.182072829131,-1.2358682826984126,15423.694849252159,-1.3372371559433749,3.2298824982676515,7500.33362112617,15110,-1.9046593495251716,0.07222685308966233,0.1665476621109416,0.017199565921708633,0.0616988817765755,North East and Yorkshire,318631,NHS North Cumbria CCG,318631,0.6297827006471148,NA,86,NA,22.94454837,NA,NA,22.94454837,1.1860618154189737,-0.2620058691621803,0.4460572071449537
